#{"t_start": 1773955593.6897905, "env_id": "None"}
r,l,t
-22.30849,1000,6.12222
-22.322214,1000,12.247461
-38.551113,1000,18.332759
-4.608353,1000,24.395508
-27.165404,1000,30.455013
