#{"t_start": 1773956927.370011, "env_id": "None"}
r,l,t
-31.616753,1000,6.212544
-12.229507,1000,14.698161
-2.761984,1000,21.038648
-12.692159,1000,27.063535
-7.573038,1000,33.198508
