#{"t_start": 1773958187.6992173, "env_id": "None"}
r,l,t
-183.998697,1000,7.043458
-65.440883,1000,15.954646
-8.436655,1000,22.213713
-126.205693,1000,29.323061
99.117699,310,31.400624
