#{"t_start": 1773759037.881939, "env_id": "None"}
r,l,t
49.512767,8,1.142615
46.595869,44,2.595575
46.242775,55,4.391382
49.953938,1,4.451775
49.531841,7,4.707788
48.006372,33,5.790731
49.736766,5,5.979681
49.956755,1,6.042031
49.701982,5,6.232263
49.790748,4,6.397809
