#{"t_start": 1773758855.3042665, "env_id": "None"}
r,l,t
49.889212,2,0.708213
49.900265,2,0.809221
47.207152,34,1.940358
49.653482,6,2.162899
48.845152,18,2.77263
49.899427,2,2.864964
40.052486,115,6.582119
46.064339,57,8.41578
49.892514,2,8.51007
49.151898,13,8.953523
