#{"t_start": 1773758668.02937, "env_id": "None"}
r,l,t
-79.611258,500,16.364529
49.958422,1,16.426533
49.95381,1,16.485857
48.367858,22,17.196758
-76.234909,500,32.79354
41.643253,113,36.345896
-33.535477,476,51.145614
49.898737,2,51.240944
49.902572,2,51.333526
49.705471,5,51.522505
