#{"t_start": 1773758961.6166446, "env_id": "None"}
r,l,t
48.474754,25,1.572986
49.95296,1,1.634405
49.65154,6,1.863436
49.962963,1,1.925299
49.194491,13,2.376309
48.060542,29,3.343259
49.953727,1,3.403269
49.956184,1,3.462711
49.546924,8,3.754728
13.749286,246,11.715804
