#{"t_start": 1773758434.6246321, "env_id": "None"}
r,l,t
49.712857,5,0.711861
46.512587,53,2.458715
49.960792,1,2.521237
49.954505,1,2.580462
49.951784,1,2.640047
45.622728,54,4.453065
49.953438,1,4.514885
49.85344,3,4.646129
49.836157,3,4.773478
49.961846,1,4.835372
