#{"t_start": 1773758016.603278, "env_id": "None"}
r,l,t
41.34102,127,4.594134
49.523432,8,4.868027
49.950657,1,4.927565
40.139945,134,8.959775
49.950525,1,9.01899
49.962388,1,9.077616
49.3192,11,9.445534
49.950283,1,9.505826
49.963106,1,9.564239
49.950283,1,9.623451
