#{"t_start": 1773758610.4896395, "env_id": "None"}
r,l,t
49.009003,17,1.18982
49.902277,2,1.283978
49.77567,4,1.445598
49.954013,1,1.506931
49.956906,1,1.566229
48.400904,28,2.545334
49.95342,1,2.609418
49.956658,1,2.683822
47.299878,46,4.273504
49.899761,2,4.364967
