#{"t_start": 1773758208.1551805, "env_id": "None"}
r,l,t
49.953975,1,0.380173
49.950696,1,0.940343
49.95434,1,0.999549
47.574286,32,2.047323
49.904036,2,2.13943
49.968553,1,2.200296
49.335409,11,2.577966
48.921188,17,3.160559
49.960115,1,3.221793
47.983232,28,4.143375
