#{"t_start": 1773758162.024317, "env_id": "None"}
r,l,t
49.950657,1,0.373016
48.759949,18,1.331212
-77.381755,500,17.707473
-70.60624,500,33.128499
49.964387,1,33.190915
49.111214,14,33.653532
49.632101,6,33.870422
47.932157,36,35.006103
49.554031,7,35.24819
43.926772,83,37.81966
