#{"t_start": 1773758494.26872, "env_id": "None"}
r,l,t
49.958215,1,0.374531
49.952127,1,0.762933
49.954881,1,0.824572
49.9577,1,0.884103
49.953922,1,0.961403
49.024529,15,1.49186
49.955063,1,1.556543
49.954453,1,1.620561
49.957857,1,1.708027
49.96069,1,1.772079
