#{"t_start": 1773758109.3614535, "env_id": "None"}
r,l,t
45.037393,70,2.662417
49.378453,10,3.006573
47.619939,34,4.084965
49.954881,1,4.144091
48.406521,21,4.838888
49.962227,1,4.897449
49.953838,1,4.955543
49.958139,1,5.013026
49.77677,4,5.158163
48.551139,23,5.867068
