#{"t_start": 1773758208.1631148, "env_id": "None"}
r,l,t
49.950066,1,0.364038
49.738548,5,1.054257
49.172711,15,1.596157
49.086849,16,2.154673
49.953956,1,2.21889
48.826824,19,2.87394
43.414969,77,5.379773
49.963484,1,5.43994
49.90199,2,5.530232
49.783049,4,5.68249
