#{"t_start": 1773758885.9634154, "env_id": "None"}
r,l,t
49.838002,3,0.883821
10.723589,323,10.955236
49.478154,9,11.260557
45.20953,59,13.14433
45.977138,45,14.579567
49.960159,1,14.639752
49.827239,3,14.76186
49.969532,1,14.821842
49.333993,11,15.182739
-88.136562,500,30.734509
