#{"t_start": 1773758305.3222547, "env_id": "None"}
r,l,t
49.965213,1,0.398126
49.39042,10,1.09432
49.901161,2,1.191078
48.820231,18,1.80603
49.614462,7,2.056145
49.467153,8,2.340546
49.96081,1,2.400853
49.958461,1,2.461578
49.950075,1,2.531528
49.817921,3,2.671396
