#{"t_start": 1773757947.7197936, "env_id": "None"}
r,l,t
49.952439,1,0.373403
46.225451,47,2.192007
49.738076,5,2.392485
49.100714,14,2.856143
49.044881,15,3.333165
49.76565,4,3.490475
49.789366,4,3.642556
47.757794,38,4.842187
32.242665,131,9.011085
48.114313,27,9.850493
