#{"t_start": 1773757899.5900738, "env_id": "None"}
r,l,t
46.681541,44,2.175066
49.787961,4,2.336198
49.960603,1,2.397907
49.950224,1,2.457462
45.931486,60,4.467695
49.656981,6,4.692913
49.961646,1,4.754334
49.960415,1,4.827174
45.080721,66,7.026123
40.197017,118,10.804096
