#{"t_start": 1773758121.8446493, "env_id": "None"}
r,l,t
48.547652,21,1.164742
49.956184,1,1.226935
49.899945,2,1.319479
49.693613,5,1.507274
49.900064,2,1.599037
49.803005,4,1.754545
49.952527,1,1.815479
49.962388,1,1.87531
46.574516,40,3.141909
49.719378,5,3.324649
