#{"t_start": 1773758016.6057835, "env_id": "None"}
r,l,t
49.953866,1,0.363669
49.960786,1,0.559136
49.952961,1,0.619002
49.546955,7,0.928411
49.96237,1,0.99301
49.403283,9,1.314233
49.955079,1,1.37326
49.366709,11,1.764192
49.327758,10,2.130638
47.886873,32,3.189626
