#{"t_start": 1773758288.6322227, "env_id": "None"}
r,l,t
48.327125,24,1.40557
49.90014,2,1.499013
49.838627,3,1.622498
49.658934,6,1.841906
49.965309,1,1.902983
49.96264,1,1.962751
49.70235,5,2.150405
49.505702,8,2.433373
48.487684,23,3.214767
49.260495,11,3.590308
