#{"t_start": 1773758885.962581, "env_id": "None"}
r,l,t
49.950775,1,0.359057
49.963194,1,0.867902
45.646875,55,2.651667
49.950255,1,2.716337
45.321203,57,4.575023
49.835453,3,4.700366
49.834935,3,4.826632
49.896397,2,4.921456
49.950283,1,4.983544
49.728861,5,5.173606
