#{"t_start": 1773758403.625877, "env_id": "None"}
r,l,t
45.853636,35,1.589375
-85.81554,500,16.651504
49.289271,13,17.075764
49.602137,7,17.31922
49.956622,1,17.37776
49.954712,1,17.435586
49.788964,4,17.584458
49.952127,1,17.643552
49.953565,1,17.701302
44.576638,61,19.587684
