#{"t_start": 1773758734.8783937, "env_id": "None"}
r,l,t
49.950658,1,0.377119
47.895308,26,1.647608
47.845971,28,2.593676
48.418213,24,3.40646
44.189341,60,5.446867
49.953804,1,5.512168
49.686987,5,5.713865
49.951784,1,5.776697
49.727902,5,5.982465
49.902257,2,6.089702
