#{"t_start": 1773758475.8238728, "env_id": "None"}
r,l,t
42.710173,94,3.682174
49.963106,1,3.744239
49.957485,1,3.80418
49.05555,17,4.375531
49.789113,4,4.55841
49.908331,2,4.661466
49.851689,3,4.792229
49.906858,2,4.889235
49.958215,1,4.953278
49.721991,5,5.144915
