#{"t_start": 1773758998.708162, "env_id": "None"}
r,l,t
47.559788,33,1.721359
49.962963,1,1.788824
49.952997,1,1.850816
49.951566,1,1.911007
49.892253,2,2.003089
49.418449,9,2.317393
45.549655,59,4.240054
49.953804,1,4.305414
43.853596,83,6.915551
49.961819,1,6.975808
