#{"t_start": 1773758494.1692626, "env_id": "None"}
r,l,t
49.837827,3,0.765454
49.205036,12,1.231032
49.597256,7,1.492989
49.28902,11,1.930357
49.893233,2,2.02268
47.213421,47,3.529928
49.909518,2,3.622491
49.961579,1,3.683403
49.680316,6,3.89844
49.508396,9,4.204735
