#{"t_start": 1773757984.9802988, "env_id": "None"}
r,l,t
42.584616,102,3.891569
49.953233,1,3.952518
49.959262,1,4.013001
45.601798,62,6.035471
49.216812,13,6.479531
49.725491,5,6.666022
49.957924,1,6.726458
49.956236,1,6.786777
49.378884,10,7.130556
49.958482,1,7.191277
