#{"t_start": 1773758365.9420116, "env_id": "None"}
r,l,t
48.440813,28,1.405738
49.96768,1,1.465235
49.32821,12,1.868516
49.951721,1,1.92976
49.961005,1,1.990456
46.467909,50,3.583617
48.705709,20,4.240139
49.595557,7,4.495633
29.888505,195,10.67911
49.957419,1,10.739957
