#{"t_start": 1773758135.3230548, "env_id": "None"}
r,l,t
49.965823,1,0.363318
49.953838,1,0.554165
49.962336,1,0.614466
49.351935,11,1.055978
49.902462,2,1.158899
49.959107,1,1.223447
49.951676,1,1.285115
49.728927,5,1.478142
49.960786,1,1.539583
47.553309,32,2.599645
