#{"t_start": 1773757947.723088, "env_id": "None"}
r,l,t
49.901399,2,0.697299
47.429225,34,1.870448
49.957289,1,1.933573
49.962112,1,1.997318
49.834529,3,2.125942
49.956319,1,2.188275
49.954108,1,2.252832
49.958422,1,2.315798
49.893412,2,2.410463
49.50906,9,2.734257
