#{"t_start": 1773759065.130965, "env_id": "None"}
r,l,t
49.96052,1,0.370268
49.208873,13,1.179806
49.844263,3,1.305331
49.811276,3,1.433891
49.950525,1,1.498882
46.703348,37,2.772855
49.322281,11,3.167258
48.309707,26,4.04759
49.191557,15,4.576084
49.961926,1,4.636223
