#{"t_start": 1773758855.3054748, "env_id": "None"}
r,l,t
31.601437,239,8.221552
49.962227,1,8.283924
49.955106,1,8.343816
49.62275,6,8.556202
49.374662,10,8.89642
49.96052,1,8.956475
49.706893,5,9.135788
49.488377,9,9.431337
36.159657,123,13.162208
49.913418,2,13.251022
