#{"t_start": 1773759089.9683383, "env_id": "None"}
r,l,t
49.683167,5,0.870273
49.690348,5,1.062445
49.954962,1,1.124083
49.954712,1,1.186157
49.952993,1,1.248042
49.843049,3,1.371872
49.960266,1,1.433561
49.96285,1,1.494905
49.956906,1,1.556282
49.965701,1,1.617054
