#{"t_start": 1773758319.1509688, "env_id": "None"}
r,l,t
-88.352264,500,15.619238
42.959508,70,17.815665
43.576377,56,19.582882
49.255383,12,20.010905
48.018606,31,20.991146
49.968244,1,21.053351
49.951784,1,21.114444
49.952032,1,21.17391
49.915532,2,21.262004
-89.963022,500,36.557996
