#{"t_start": 1773757997.411577, "env_id": "None"}
r,l,t
33.483762,148,5.673127
49.964434,1,5.735074
48.735534,19,6.355982
49.958823,1,6.416135
37.468015,140,10.805702
49.954459,1,10.865906
49.955006,1,10.924398
45.216061,54,12.626929
46.046533,44,14.044691
49.962532,1,14.104911
