#{"t_start": 1773758222.1392996, "env_id": "None"}
r,l,t
49.961819,1,0.369338
49.898913,2,0.95732
48.436508,22,1.680693
49.900065,2,1.772072
49.962092,1,1.832003
49.675844,5,2.014035
49.966385,1,2.07338
49.711469,5,2.255289
49.797668,4,2.41665
49.963495,1,2.479913
