#{"t_start": 1773758533.695821, "env_id": "None"}
r,l,t
49.017114,18,1.238977
49.953501,1,1.301291
49.704584,5,1.502064
49.952846,1,1.569037
47.261545,38,2.82899
46.728737,47,4.399564
49.075929,15,4.930362
49.953161,1,4.992939
48.00795,27,5.922445
49.953273,1,5.987562
