#{"t_start": 1773759037.8729205, "env_id": "None"}
r,l,t
49.214585,14,1.325298
47.606561,34,2.475017
49.963495,1,2.537765
48.841483,20,3.224885
44.685676,55,5.043176
49.95111,1,5.104647
47.469972,27,6.021833
49.907052,2,6.115319
49.231676,13,6.565666
48.424234,25,7.415901
