#{"t_start": 1773758234.377162, "env_id": "None"}
r,l,t
49.884932,2,0.540447
46.830505,46,2.064106
29.489177,167,7.338017
49.665872,6,7.551971
49.833667,3,7.677343
43.067757,63,9.680434
49.956199,1,9.740901
49.964763,1,9.801047
47.959659,32,10.794327
49.216622,14,11.250042
