#{"t_start": 1773758135.3240397, "env_id": "None"}
r,l,t
49.961423,1,0.366499
49.966808,1,0.563516
42.971708,84,3.22822
49.960159,1,3.287584
49.960231,1,3.345406
49.739591,5,3.521004
49.960756,1,3.578711
49.831889,3,3.694389
49.957417,1,3.75231
49.965565,1,3.810982
