#{"t_start": 1773758057.6743333, "env_id": "None"}
r,l,t
49.374263,10,0.997356
49.053685,14,1.47696
33.309268,149,6.413221
49.963413,1,6.489762
49.961949,1,6.555223
49.968282,1,6.615527
49.900308,2,6.708914
49.96226,1,6.769845
49.151414,13,7.261355
49.703027,5,7.45186
