#{"t_start": 1773758820.5655885, "env_id": "None"}
r,l,t
49.951023,1,0.366563
49.956929,1,0.552645
47.262728,45,2.069739
47.020983,48,3.610681
49.06651,14,4.090899
49.952846,1,4.15136
49.834381,3,4.278427
49.967418,1,4.33996
49.718568,5,4.526071
48.041348,27,5.423324
