#{"t_start": 1773758145.9823313, "env_id": "None"}
r,l,t
48.346894,24,1.38043
49.184451,13,1.850151
49.95296,1,1.915257
41.060632,99,5.091839
48.891861,19,5.723939
49.951581,1,5.786094
47.671515,33,6.889854
49.960883,1,6.953387
49.161253,14,7.440153
49.950492,1,7.503219
