#{"t_start": 1773757961.2915943, "env_id": "None"}
r,l,t
48.583126,23,1.581894
45.482434,50,3.301808
49.792223,4,3.466635
49.964479,1,3.53098
49.950283,1,3.62501
49.950137,1,3.696428
49.844705,3,3.823139
49.902462,2,3.915315
49.953567,1,3.976988
-73.700284,500,19.409568
