#{"t_start": 1773758145.9854138, "env_id": "None"}
r,l,t
49.890299,2,0.53006
49.899443,2,0.686467
49.508943,9,1.030228
49.952035,1,1.091131
49.891706,2,1.195139
46.298417,46,2.770534
37.100266,110,6.2868
48.928214,16,6.868923
45.414692,56,8.70283
49.49096,9,9.009452
