#{"t_start": 1773758579.120858, "env_id": "None"}
r,l,t
49.647105,6,0.825367
49.957482,1,0.886299
48.431272,21,1.593043
49.831651,3,1.71729
49.950525,1,1.778123
49.957896,1,1.837752
49.477347,9,2.16143
49.959031,1,2.224655
44.281104,80,4.8277
49.96383,1,4.887543
