#{"t_start": 1773758070.9799042, "env_id": "None"}
r,l,t
48.601822,21,1.163558
46.360303,47,2.694785
48.846018,19,3.30758
49.952821,1,3.368204
49.785447,4,3.522375
47.095721,40,4.755113
48.086188,29,5.66896
49.792535,4,5.818784
-76.639913,500,20.601614
49.958748,1,20.661658
