#{"t_start": 1773758274.8171072, "env_id": "None"}
r,l,t
49.953835,1,0.371006
49.961809,1,0.567241
49.954535,1,0.628044
48.745635,21,1.384234
49.521224,9,1.701916
49.961745,1,1.762279
48.736761,14,2.242738
47.81714,28,3.14902
49.559635,7,3.39613
45.965745,41,4.709306
