#{"t_start": 1773758288.6562335, "env_id": "None"}
r,l,t
47.549963,38,1.86546
48.265557,25,2.703469
48.039088,29,3.681121
49.973415,1,3.741795
49.919398,2,3.830226
46.255262,52,5.457792
49.960548,1,5.518799
49.967131,1,5.578107
45.791082,55,7.270161
49.961423,1,7.329288
