#{"t_start": 1773757961.3219123, "env_id": "None"}
r,l,t
48.136282,30,1.753318
49.960361,1,1.816473
49.682493,6,2.037712
49.906858,2,2.130956
47.314993,43,3.58633
39.230646,94,6.637431
47.879221,36,7.862893
49.613123,6,8.084208
49.955248,1,8.146951
49.805171,4,8.303094
