#{"t_start": 1773757984.9885406, "env_id": "None"}
r,l,t
33.421523,141,5.04001
49.897232,2,5.132838
49.952127,1,5.193101
49.544942,7,5.438295
49.886504,2,5.533712
48.842951,19,6.150264
47.301442,45,7.565914
49.898937,2,7.660827
49.955225,1,7.742228
49.960372,1,7.807989
