#{"t_start": 1773757997.395797, "env_id": "None"}
r,l,t
49.954966,1,0.362171
49.954412,1,0.848693
48.672383,17,1.521007
48.839711,20,2.198384
49.7227,5,2.389303
49.952533,1,2.450486
49.843896,3,2.631772
44.242786,58,4.768208
49.599837,6,5.035091
49.961531,1,5.097803
