#{"t_start": 1773758031.5382288, "env_id": "None"}
r,l,t
49.898247,2,0.56909
49.958461,1,0.64374
40.253119,120,4.53098
48.983435,17,5.086529
49.957896,1,5.146889
48.008539,27,6.023103
49.513077,9,6.327535
49.199454,14,6.853014
49.614789,7,7.111562
49.089894,15,7.62282
