#{"t_start": 1773757923.78145, "env_id": "None"}
r,l,t
42.653822,72,3.054088
49.952519,1,3.114321
49.102732,16,3.670359
49.960365,1,3.733648
49.963795,1,3.796553
43.879795,48,5.362057
49.584172,7,5.617047
49.950883,1,5.678242
49.902385,2,5.770269
49.962092,1,5.83065
