#{"t_start": 1773758121.8503368, "env_id": "None"}
r,l,t
45.442045,59,2.386816
49.963421,1,2.448799
49.965154,1,2.50877
49.950115,1,2.568274
49.791094,4,2.725656
48.75111,17,3.300655
49.894351,2,3.39096
49.964117,1,3.449892
42.24413,83,6.058888
48.77768,21,6.739461
