#{"t_start": 1773757923.8158467, "env_id": "None"}
r,l,t
49.959591,1,0.384633
49.96045,1,0.861495
48.738092,17,1.453083
49.84896,3,1.584713
46.689253,45,3.055116
-88.502652,500,18.638237
49.961809,1,18.700553
49.908099,2,18.789391
49.856072,3,18.909402
47.146376,40,20.221231
