#{"t_start": 1773757899.5958889, "env_id": "None"}
r,l,t
49.900308,2,0.790202
49.565916,8,1.08547
49.137276,15,1.610616
47.938971,28,2.562335
47.741936,32,3.643838
49.961199,1,3.706614
45.50653,57,5.616921
49.953501,1,5.682389
49.956885,1,5.742637
49.618801,6,5.971016
