#{"t_start": 1773758057.6726797, "env_id": "None"}
r,l,t
49.847903,3,0.78763
49.90189,2,0.886467
49.95023,1,0.948531
49.956326,1,1.008487
49.958416,1,1.068633
49.898376,2,1.164454
49.678296,5,1.356426
45.239469,52,3.117955
49.437971,9,3.443057
49.415687,10,3.801627
