#{"t_start": 1773960962.9892075, "env_id": "None"}
r,l,t
99.632569,23,0.156667
-32.6938,1000,6.968803
-132.450689,1000,16.427565
-15.244787,1000,22.604679
-7.891614,1000,28.698893
