#{"t_start": 1773957432.7776537, "env_id": "None"}
r,l,t
-10.569179,1000,8.292839
-3.563416,1000,14.503305
-1.987207,1000,20.682354
99.817962,45,20.988027
-4.622602,1000,29.719914
