#{"t_start": 1773957686.7119663, "env_id": "None"}
r,l,t
-11.079256,1000,6.090395
-14.203432,1000,13.903162
99.159123,87,14.694147
-19.670635,1000,20.791377
-12.971324,1000,26.781963
