#{"t_start": 1773956130.9724553, "env_id": "None"}
r,l,t
-24.433256,1000,6.522408
-96.37557,1000,13.004709
-4.523091,1000,19.553652
-8.186717,1000,28.180675
99.480153,44,28.507638
